Group,Pre_Post,Year,Region,Beach,Crawl_Type,Success_Nest,Date_Found,ID,Obstructed,Object_ID_Spec,Object_ID_Gen,People,Dist_HTL,Dist_Dune,East_Orig,North_Orig,Long_Orig,Lat_Orig,Relocated,East_Relo,North_Relo,Long_Relo,Lat_Relo,Relo_Reason,Comments
Pop_Control,1_Pre,2011,Fort Morgan,Fort Morgan,Nest,1,8/5/2011,A40,0,NA,NA,NA,13.6,22.4,415981,3344441,-87.87313,30.22862,Yes,415974,3344452,-87.8732,30.22872,Near/At HTL,
NA,1_Pre,2011,Dauphin Island,Dauphin Island,Nest,1,8/6/2011,J06,0,NA,NA,NA,NA,NA,393174,3344272,-88.11008,30.2253,Yes,NA,NA,NA,NA,Inundated,
Treatment,1_Pre,2011,Gulf Shores,Laguna Key,Nest,1,8/7/2011,B12,0,NA,NA,NA,0.0,16.4,424386,3344803,-87.78582,30.23243,Yes,424372,3344829,-87.78597,30.23267,Near/At HTL,
Treatment,1_Pre,2011,Gulf Shores,Laguna Key,Nest,1,8/10/2011,B13,0,NA,NA,NA,0.0,13.9,423695,3344705,-87.79299,30.23151,Yes,426202,3345185,-87.76697,30.236,Near/At HTL,
Treatment,1_Pre,2011,Orange Beach,Orange Beach,Nest,1,8/11/2011,H06,1,Unidentified,Unidentified,NA,16.4,90.9,432096,3346080,-87.70578,30.24442,Yes,NA,NA,NA,NA,Near/At HTL,
Ord_Control,1_Pre,2011,BSNWR,Refuge,Nest,1,8/23/2011,A41,0,NA,NA,NA,18.2,12.1,402816,3344116,-88.00989,30.2247,No,NA,NA,NA,NA,NA,
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,6/23/2006,C11,0,NA,NA,NA,7.6,24.2,432659,3346179,-87.69993,30.24534,Yes,432659,3346179,-87.69993,30.24534,Near/At HTL,
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,5/1/2012,A01,0,NA,NA,NA,25.6,0.3,405781,3344558,-87.97912,30.22893,No,NA,NA,NA,NA,NA,Confirmed Kemps
NA,1_Pre,2012,Dauphin Island,Dauphin Island,FC,0,5/12/2012,JFC1,0,NA,NA,NA,NA,NA,389541,3347073,-88.14813,30.25025,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2012,Orange Beach,Orange Beach,Nest,1,5/13/2012,H01,0,NA,NA,NA,26.1,28.5,440896,3347853,-87.61442,30.26088,Yes,440896,3347853,-87.61442,30.26088,Near/At HTL,"Someone had dug into side of nest. Walked in trench and handprints were on top of nest however, the nest did not appear to be disturbed."
Treatment,1_Pre,2012,Orange Beach,Orange Beach,FC,0,5/13/2012,HFC1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2012,Orange Beach,Orange Beach,FC,0,5/13/2012,HFC2,1,Wooden Lounger,Wooden Lounger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,She crawled up to loungers and turned around back to water.
Ord_Control,1_Pre,2012,BSNWR,Refuge,FC,0,5/15/2012,AFC1,0,NA,NA,NA,16.1,26.7,417525,3344393,-87.85708,30.22829,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,Nest,1,5/16/2012,B01,0,NA,NA,NA,22.4,0.0,423999,3344767,-87.78983,30.23209,No,NA,NA,NA,NA,NA,In shell was 1 turtle in very late stage development
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,5/16/2012,A02,0,NA,NA,NA,42.4,0.0,402458,3344126,-88.01361,30.22476,No,NA,NA,NA,NA,NA,Loggerhead; nest depths and distances not re-measured during excavation. 
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,FC,0,5/17/2012,BFC1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2012,Orange Beach,Orange Beach,FC,0,5/17/2012,HFC3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2012,Orange Beach,Orange Beach,Nest,1,5/18/2012,H03,0,NA,NA,NA,5.2,60.6,444157,3348822,-87.58057,30.26978,Yes,444157,3348822,-87.58057,30.26978,Near/At HTL,This nest was very close to Four Season Pier and we were concerned since it was lit up like Christmas tree.  No worries since afternoon showers probably caused nest to hatch at 4:30 p.m. (Or Did Moma T. leave a msg) 
Treatment,1_Pre,2012,Orange Beach,Orange Beach,Nest,1,5/18/2012,H02,1,Unidentified,Unidentified,NA,12.7,62.4,439156,3347297,-87.63247,30.25577,Yes,439146,3347348,-87.63258,30.25623,Near/At HTL,"She nested on top of mound of sand from a sand pit which was the reason for the shallow nest.  There were 4 broken eggs and 2 loose eggs just under the sand before we found top of nest. Also, OBPD spotted her nesting abt 11:25 on 5/17 and called. I saw here enter the water. Approx. 200+ lbs. 

125 eggs in nest but accounted for 124.   "
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,Nest,1,5/19/2012,B02,0,NA,NA,NA,10.9,20.3,427305,3345412,-87.75552,30.23811,Yes,427305,3345412,-87.75552,30.23811,Narrow Beach,Eggs appeared dry (only slight wash from TS Debby) and perfectly formed.
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,5/19/2012,A03,0,NA,NA,Yes,25.0,23.9,404992,3344447,-87.98731,30.22786,Yes,404989,3344486,-87.98735,30.22821,Near/At HTL,"Confirmed Kemps, spotted by tourist and confirmed with photos"
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,FC,0,5/19/2012,BFC2,0,NA,NA,NA,NA,NA,427745,3345460,-87.75095,30.23857,NA,NA,NA,NA,NA,NA,This crawl was found the same morning as nests B3 and B4 were found.
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,Nest,1,5/20/2012,B04,0,NA,NA,NA,19.7,3.3,423998,3344764,-87.78984,30.23206,No,NA,NA,NA,NA,NA,"This crawl was almost identical to B1 although we measured it differently, (not an exact science).  Today's turtle covered B-1 tracks and laid nest a few feet south of B-1.  We protected the nest as usual and then extended the outer perimeter of B-1 to include B-4.

At excavation 5 of the infertile were hot pink, urethra infection.  Various stage dead embryo by inundation of salt water."
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,Nest,1,5/20/2012,B03,0,NA,NA,NA,9.1,9.7,424293,3344799,-87.78678,30.2324,Yes,424300,3344803,-87.78671,30.23243,Narrow Beach,
Ord_Control,1_Pre,2012,BSNWR,Refuge,FC,0,5/20/2012,AFC2,0,NA,NA,NA,NA,NA,401117,3344350,-88.02757,30.22668,NA,NA,NA,NA,NA,NA,"Only found out tracks, tide had erased crawl. There was a small disturbance area, but it didn't appear to be a nesting attempt. Loggerhead"
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,5/21/2012,A04,0,NA,NA,NA,5.3,44.3,418600,3344352,-87.84591,30.22799,Yes,418601,3344400,-87.8459,30.22843,Near/At HTL,
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,5/22/2012,A05,0,NA,NA,NA,7.5,26.0,403347,3344198,-88.00438,30.22549,Yes,403341,3344223,-88.00445,30.22571,Near/At HTL,Loggerhead; nest urinated on by beach visitor 8/1/2012
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,5/22/2012,A06,0,NA,NA,NA,5.5,69.9,421951,3344473,-87.81109,30.22931,Yes,422043,3344544,-87.81014,30.22995,Near/At HTL,
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,5/23/2012,AFC4,0,NA,NA,NA,NA,NA,412264,3344689,-87.91177,30.23059,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,5/23/2012,AFC5,0,NA,NA,NA,NA,NA,413402,3344653,-87.89994,30.23035,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2012,Gulf Shores,West Beach,FC,0,5/23/2012,CFC1,0,NA,NA,NA,NA,NA,431526,3345974,-87.71169,30.24343,NA,NA,NA,NA,NA,NA,"Prior to nest patrol, beach cleaning service made several passes over the possible nest area with Beach Tech Machine. We were unable to locate the eggs, 15 x 15 area marked to be monitored for 75 days."
NA,1_Pre,2012,Dauphin Island,Dauphin Island,Nest,1,5/25/2012,J01,0,NA,NA,NA,13.0,0.0,390760,3346958,-88.13545,30.24932,Yes,390760,3346958,-88.13545,30.24932,Narrow Beach,One egg tiny.  Lost actual data sheet this was recreated through emails from all present who helped find and relocate nest.
NA,1_Pre,2012,Dauphin Island,Dauphin Island,Nest,1,5/26/2012,J07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,"Originally marked as FC. Turtle disoriented, ended up in street. Could not locate clutch. 8 eggs washed out by TS Debby. Buried after storm water receded. These 8 eggs make up our actual nest site. "
NA,1_Pre,2012,Dauphin Island,Dauphin Island,Nest,1,5/27/2012,J02,0,NA,NA,NA,5.8,0.0,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,5/29/2012,A07,0,NA,NA,NA,8.6,12.8,401609,3344152,-88.02244,30.22493,Yes,401662,3344162,-88.02189,30.22503,Near/At HTL,
Treatment,1_Pre,2012,Orange Beach,Alabama Point,Nest,1,5/29/2012,I1,0,NA,NA,NA,13.6,14.5,449131,3349737,-87.5289,30.27825,Yes,449131,3349757,-87.5289,30.27843,Low elevation,Crawl was 654-feet long.  8/8/12 Boil occurred between 20:30 and 22:15.  Unknown number of babies made it to the Gulf.  We saw at at least 23 tracks. watched 20.
Treatment,1_Pre,2012,Orange Beach,Alabama Point,FC,0,5/29/2012,IFC1,1,Tent Umbrella Chair,Multiple,NA,NA,NA,449769,3349846,-87.52228,30.27926,NA,NA,NA,NA,NA,NA,"Numerous obstacles in this 57-foot crawl: a tent, an umbrella on the ground, and a chair plus umbrella."
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,5/30/2012,C01,1,Unidentified,Unidentified,NA,35.2,0.0,431220,3345953,-87.71487,30.24322,No,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,5/30/2012,A09,0,NA,NA,NA,6.4,43.1,418408,3344369,-87.8479,30.22813,No,NA,NA,NA,NA,NA,"Loggerhead; eggs found at 11:24 AM, making it unsafe to relocated nest further away from wrack line. Nest washed away 6-22-12, excavation unnecessary. "
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,5/30/2012,A08,0,NA,NA,NA,14.5,45.5,409676,3344786,-87.93867,30.23128,Yes,409682,3344833,-87.93861,30.2317,Near/At HTL,
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,5/30/2012,AFC6,1,Unidentified,Unidentified,NA,NA,NA,415385,3344486,-87.87932,30.22898,NA,NA,NA,NA,NA,NA,Loggerhead; tracks travel an estimated 1350 feet on beach
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,5/31/2012,A10,0,NA,NA,NA,11.2,10.9,419196,3344378,-87.83971,30.22827,Yes,419210,3344386,-87.83957,30.22834,Near/At HTL,
Ord_Control,1_Pre,2012,Gulf State Park,Gulf State Park,Nest,1,5/31/2012,G1,0,NA,NA,NA,24.8,12.7,436562,3346674,-87.6594,30.25002,No,NA,NA,NA,NA,NA,"I think this is a green sea turtle!  The tracks were huge and the body pit was 18"" deep!  Even the nest and nest mound was unbelievably large.  Found eggs in no time! 8/13 - I was only able to find 5 embryos.  All the eggs had that addled look. I bet that most of them would have been fertile, but I just couldn't find the embryos.  The bottom of that nest was so deep! The storms added a lot of sand on the top of this one."
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,5/31/2012,A11,0,NA,NA,NA,4.8,29.7,403453,3344214,-88.00328,30.22564,Yes,403451,3344247,-88.00331,30.22594,Near/At HTL,"Loggerhead; track width 50"" going inland, 42"" leading out. Nest washed out 6-27-12 during TS Debby, excavation unnecessary. "
Treatment,1_Pre,2012,Gulf Shores,West Beach,FC,0,5/31/2012,CFC2,0,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,Nest,1,6/1/2012,B05,0,NA,NA,NA,9.7,19.1,428244,3345576,-87.74578,30.23965,Yes,426239,3345195,-87.76659,30.23609,Low elevation,
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,6/1/2012,AFC7,0,NA,NA,NA,NA,NA,412660,3344667,-87.90765,30.23042,NA,NA,NA,NA,NA,NA,"Resident's dog began barking and became agitated around 10:30 night prior to patrol, possibly scared turtle away. Early morning rain and footprints made it difficult to follow crawl tracks. "
Treatment,1_Pre,2012,Orange Beach,Alabama Point,Nest,1,6/2/2012,I2,0,NA,NA,NA,5.2,14.2,449097,3349731,-87.52926,30.2782,Yes,449095,3349752,-87.52928,30.27839,Low elevation,Two eggs were unaccounted for at excavation.  Large ghost crab entered nest overnight 8/7/12. When digging the trench we found a 3-foot section of oil buried about nine inches below the surface.
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,Nest,1,6/2/2012,B06,0,NA,NA,NA,8.8,17.9,424135,3344779,-87.78842,30.23221,Yes,424135,3344796,-87.78842,30.23236,Low elevation,"Alerted to turtle on beach by text 1040 pm 5/31. At 2 am 6/1 left with 20-30 minutes left for epoxy dry time. B3, 5 & 6 were all 16"" to top of clutch. By 6 am no turtle tracks remained to be seen. Measured 44"" to 47"" crawl width immediately on arrival at 11:50 pm which was after she was corralled.  She hit the bank, went left along bank, circled and came back up and over.  Named Martha."
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/3/2012,A12,0,NA,NA,NA,1.8,30.6,412726,3344652,-87.90697,30.23029,Yes,412732,3344677,-87.90691,30.23052,Near/At HTL,Loggerhead; Crawl diagram unavailable and track width unknown because crawl was destroyed prior to discovery. USGS tagged. 
Ord_Control,1_Pre,2012,BSNWR,Refuge,FC,0,6/3/2012,AFC8,1,Unidentified,Unidentified,NA,NA,NA,401139,3344351,-88.02734,30.22669,NA,NA,NA,NA,NA,NA,Loggerhead; end of crawl reached 26' from dunes
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,6/4/2012,C02,1,Unidentified,Unidentified,NA,43.9,0.0,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,lARGE CRAB WAS FOUND IN NEST WITH ONE TURTLE IN HOLE WITH IT TURTLE WAS SAFE AND RELEASED 
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/4/2012,A13,0,NA,NA,NA,1.5,40.6,415444,3344506,-87.87871,30.22917,Yes,415421,3344520,-87.87895,30.22929,Near/At HTL,Loggerhead; USGS tagged
Ord_Control,1_Pre,2012,Gulf State Park,Gulf State Park,Nest,1,6/4/2012,G2,0,NA,NA,NA,0.0,73.6,438154,3347060,-87.64287,30.25359,Yes,438165,3347135,-87.64276,30.25426,Near/At HTL,"Track width could not be measured.  It was washed away by the high tide.  Also, we forgot to measure the new nest chamber.

Eight hatchlings must have come out during the storm, so I adjusted the numbers."
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,6/4/2012,C03,0,NA,NA,NA,13.0,NA,432959,3346192,-87.69682,30.24548,Yes,432951,3346220,-87.6969,30.24573,Low elevation,HAD TWINS IN ONE EGG
Ord_Control,1_Pre,2012,Gulf State Park,Gulf State Park,FC,0,6/4/2012,GFC1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"We were not able to take measurements.  By the time we finished with the nest, it had washed away."
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/5/2012,A15,0,NA,NA,NA,15.9,0.0,404807,3344427,-87.98923,30.22767,No,NA,NA,NA,NA,NA,Confirmed Kemps; observed nesting by Debi. Tagged by USGS. Crawl diagram unavailable
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,6/5/2012,A14,0,NA,NA,NA,4.2,19.7,420321,3344396,-87.82803,30.22851,Yes,420306,3344407,-87.82818,30.2286,Near/At HTL,Loggerhead; USGS tagged
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/6/2012,A16,0,NA,NA,NA,3.9,16.4,407064,3344689,-87.9658,30.23021,Yes,407110,3344683,-87.96533,30.23016,Near/At HTL,
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,6/6/2012,A17,0,NA,NA,NA,9.2,19.2,417048,3344411,-87.86204,30.22842,Yes,416944,3344445,-87.86312,30.22872,Near/At HTL,"Loggerhead, tagged by USGS. Nest relocated NW because original location was directly south of closed bird nesting area. "
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/6/2012,A18,0,NA,NA,NA,6.1,31.2,403815,3344263,-87.99952,30.22611,Yes,403822,3344295,-87.99946,30.2264,Near/At HTL,"Loggerhead; nest washed out during TS Debby, excavation not possible. "
NA,1_Pre,2012,Dauphin Island,Dauphin Island,Nest,1,6/7/2012,J03,0,NA,NA,NA,0.0,19.7,387478,3347022,-88.16956,30.2496,Yes,387487,3347054,-88.16947,30.24989,Inundated,"During excavation waves reached nest, nest collapsed and entire area turned into sand slush.  Unable to get all eggs out, unknown # lost."
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/7/2012,A19,0,NA,NA,NA,2.4,34.5,410191,3344788,-87.93332,30.23134,Yes,410231,3344812,-87.93291,30.23155,Near/At HTL,"Loggerhead; USGS tagged, ""Sandy"" recapture"
Ord_Control,1_Pre,2012,Gulf State Park,Gulf State Park,FC,0,6/7/2012,GFC2,0,NA,NA,NA,1.8,NA,438019,3347038,-87.64427,30.25338,NA,NA,NA,NA,NA,NA,She came in about 6 feet and returned to water.  High tide had washed over crawl by 7:00 am.
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,6/8/2012,C05,0,NA,NA,NA,21.8,1.5,429238,3345702,-87.73546,30.24084,Yes,429248,3345710,-87.73535,30.24092,Low elevation,
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,6/8/2012,C04,0,NA,NA,NA,17.0,17.3,430475,3345848,-87.72261,30.24223,Yes,430479,3345848,-87.72257,30.24223,Low elevation,HATCH AFTER LARGE LIGHTING STORM WENT BY
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,6/8/2012,AFC10,0,NA,NA,NA,NA,NA,405218,3344468,-87.98497,30.22807,NA,NA,NA,NA,NA,NA,"Loggerhead, USGS found but not tagged "
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,6/8/2012,AFC9,1,Unidentified,Unidentified,NA,NA,NA,409625,3344771,-87.9392,30.23114,NA,NA,NA,NA,NA,NA,"Loggerhead, USGS found but not tagged"
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,Nest,1,6/9/2012,B07,0,NA,NA,NA,3.3,19.4,427403,3345407,-87.75451,30.23807,Yes,427403,3345430,-87.75451,30.23828,Near/At HTL,"Due to heavy UTV traffic and high water, there were not any crawl tracks visible.  Our crawl width is a ""guess"" based on what we were able to see prior to water washing them away.  4 infertile counting 1 removed from nest by crab, 1 early stage embryo, 2 late stage embryo"
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,6/9/2012,C06,0,NA,NA,NA,10.0,19.4,429099,3345700,-87.7369,30.24082,Yes,429089,3345673,-87.737,30.24057,Low elevation,This nest hatched and somehow 37 baby's made it out of nest. Fire ants had got in nest and we lost 29 baby's to them.
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,6/10/2012,A21,1,Unidentified,Unidentified,NA,20.9,0.0,401486,3344759,-88.02377,30.2304,Yes,402815,3344143,-88.0099,30.22495,In vegetation,"Nest relocated from Ft. Morgan concrete pier to just west of ""No Name"" road. Excavation notes: softball-sized tunnel dug into side of nest cavity. "
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/10/2012,A20,0,NA,NA,NA,7.3,8.5,408843,3344786,-87.94733,30.23122,Yes,408864,3344801,-87.94711,30.23135,Near/At HTL,"Loggerhead, USGS tagged. Nest moved NE."
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,6/11/2012,AFC11,0,NA,NA,NA,NA,NA,409093,3344782,-87.94473,30.2312,NA,NA,NA,NA,NA,NA,"Loggerhead, USGS found tracks but not turtle, turtle not tagged. USFWS unable to locate tracks because they were destroyed by tide, so the crawl diagram is unknown; USGS reported the crawl was short. "
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,FC,0,6/11/2012,BFC3,0,NA,NA,NA,NA,NA,425879,3345132,-87.77032,30.2355,NA,NA,NA,NA,NA,NA,"Turtle attempted to nest approximately 3 times-all well above the wrack line. USGS watched her come from water, attempt to nest x 3, she headed to the dunes and then made a U, going eastward once she hit the wrack line.  Her last attempt to nest was 57 feet above the wrack line.  Time used was when I received text from Mike R."
Treatment,1_Pre,2012,Orange Beach,Orange Beach,FC,0,6/11/2012,HFC4,1,Wooden Lounger,Wooden Lounger,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turtle on Beach called in to Hotline.  MIke said she appeared to get stuck between loungers. He, Mark and Tina searched for a nest but nothing found."
Treatment,1_Pre,2012,Gulf Shores,East Beach,Nest,1,6/12/2012,E1,0,NA,NA,NA,6.1,42.7,434905,3346502,-87.67661,30.24838,Yes,434911,3346545,-87.67655,30.24877,Near/At HTL,
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,6/12/2012,AFC12,0,NA,NA,NA,NA,NA,406503,3344622,-87.97163,30.22956,NA,NA,NA,NA,NA,NA,"Loggerhead, USGS found but not tagged. USFWS unable to find tracks because they were destroyed by tide, so the crawl diagram is unknown; USGS reported the crawl was short. "
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,6/13/2012,A22,0,NA,NA,NA,60.3,0.0,418392,3344422,-87.84807,30.22861,No,NA,NA,NA,NA,NA,"Loggerhead, tagged by USGS. One hatchling depredated after hatched, on the way to the water; it was pulled out of nest by ghost crab and found dead. 2 marble-sized eggs not included in count. "
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,6/13/2012,A23,0,NA,NA,NA,13.3,3.0,401844,3344844,-88.02006,30.23119,Yes,402918,3344157,-88.00884,30.22508,Inundated,"Loggerhead; at original nest location, nest found inundated with water at bottom. Nest relocated to the southeast, directly east of ""No Name"" road. 
Excavation not possible, nest washed out. No record of hatch."
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,Nest,1,6/13/2012,B08,0,NA,NA,NA,0.0,21.8,425347,3344988,-87.77584,30.23417,Yes,425343,3345007,-87.77588,30.23434,Near/At HTL,Tagged turtle named Randi
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,6/13/2012,C07,0,NA,NA,NA,18.8,42.7,430208,3345796,-87.72538,30.24175,Yes,430185,3345829,-87.72562,30.24204,Low elevation,
Ord_Control,1_Pre,2012,BSNWR,Refuge,FC,0,6/13/2012,AFC13,1,Unidentified,Unidentified,NA,NA,NA,417885,3344408,-87.85334,30.22845,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,6/14/2012,AFC14,0,NA,NA,NA,NA,NA,413786,3344606,-87.89595,30.22995,NA,NA,NA,NA,NA,NA,Lggerhead USGS found but not tagged. BP drove over lower portion of crawl.
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/15/2012,A24,0,NA,NA,NA,11.5,6.5,406438,3344630,-87.9723,30.22963,Yes,406430,3344630,-87.97239,30.22963,Near/At HTL,"Loggerhead, USGS found after storm; not sampled nor tagged. "
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,6/15/2012,A25,0,NA,NA,NA,12.1,30.6,422685,3344582,-87.80348,30.23034,Yes,422648,3344614,-87.80386,30.23062,Near/At HTL,"Loggerhead, USGS sampled; ""MaryJane"". 8/13/2012 two hatchlings caught by crabs on the way to wrack, one recovered alive but the second never found. "
Treatment,1_Pre,2012,Orange Beach,Alabama Point,Nest,1,6/15/2012,I3,0,NA,NA,NA,17.3,42.4,449804,3349857,-87.52191,30.27936,Yes,449800,3349901,-87.52196,30.27976,Low elevation,"13 sets of conjoined eggs.  One set, found near bottom of the clutch, had the yolks exposed. Fox, coyote, & raccoon have each visited the nest on multiple occasions, starting 6/20 and continuing thru August.  8/10 Beer cans left at nest. Two (2) conjoined eggs hatched entirely; 1 had a dead embryo plus a hatched; 3 were infertile; and the other 7 were no longer conjoined.     "
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,6/17/2012,C08,0,NA,NA,NA,3.0,30.0,429775,3345755,-87.72988,30.24135,Yes,429775,3345781,-87.72988,30.24159,Near/At HTL,Turtle tagged by USGS team.  Water over nest during TS Debbie.  FWS here for Excavation  Took sample of eggs and sand.
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,6/17/2012,AFC15,0,NA,NA,NA,NA,NA,412677,3344664,-87.90748,30.2304,NA,NA,NA,NA,NA,NA,"USGS found, not tagged or sampled. Data collected from USGS because USFWS unable to located crawl; destroyed by tide. USGS reported crawl was extremely short. Crawl diagram unavailable"
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,6/18/2012,A28,0,NA,NA,NA,27.3,0.0,401830,3344161,-88.02014,30.22503,No,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,6/18/2012,A29,0,NA,NA,NA,10.3,3.0,401644,3344798,-88.02213,30.23076,Yes,402591,3344132,-88.01223,30.22483,Inundated,"Loggerhead, nest relocated to ""No Name"" road because original nest already inundated with water (approx 30 eggs submerged)"
Ord_Control,1_Pre,2012,Gulf State Park,Gulf State Park,Nest,1,6/18/2012,G3,0,NA,NA,NA,44.5,3.6,435548,3346604,-87.66993,30.24933,Yes,435555,3346596,-87.66986,30.24926,In vegetation,
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/18/2012,A27,0,NA,NA,NA,18.2,14.5,412840,3344666,-87.90578,30.23043,No,NA,NA,NA,NA,NA,"Loggerhead, USGS found and sampled. "
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,Nest,1,6/18/2012,A26,0,NA,NA,NA,11.8,17.4,416203,3344459,-87.87082,30.2288,Yes,416159,3344457,-87.87128,30.22878,Near/At HTL,"Loggerhead, USGS found and sampled"
Treatment,1_Pre,2012,Gulf Shores,Laguna Key,Nest,1,6/18/2012,B09,0,NA,NA,NA,0.0,33.0,425440,3345006,-87.77488,30.23434,Yes,425430,3345041,-87.77498,30.23465,Inundated,Tagged Turtle named Mandy.  Eggs coated with a fine fungal beard.
Pop_Control,1_Pre,2012,Fort Morgan,Fort Morgan,FC,0,6/18/2012,AFC16,1,Unidentified,Unidentified,NA,NA,NA,414893,3344535,-87.88444,30.22939,NA,NA,NA,NA,NA,NA,"Loggerhead, found by USGS; not tagged or sampled. "
Ord_Control,1_Pre,2012,BSNWR,Refuge,Nest,1,6/19/2012,A32,0,NA,NA,NA,8.8,0.0,401161,3344296,-88.0271,30.22619,Yes,401173,3344287,-88.02698,30.22611,Near/At HTL,"Loggerhead, relocated east to higher dune"
Treatment,1_Pre,2012,Gulf Shores,West Beach,Nest,1,6/19/2012,C10,1,Unidentified,Unidentified,NA,10.3,10.6,430043,3345788,-87.72709,30.24167,Yes,430024,3345822,-87.72729,30.24197,Near/At HTL,
